x, y,10^y,f_H
1.168714865,2.224832235,167.8155631,0.994076376
4.239106388,0.93288578,8.568124723,0.895486312
7.01452543,-1.145973227,0.071454037,0.06668885
9.092737347,-1.369127405,0.042743747,0.040991612
13.20893894,-1.768456612,0.017042896,0.016757303
